target,window,test_loss,test_loss_std,top1,top5,n_seeds
ViT-L-14__block20__fov,600_700,5.3565,0.03,0.005,0.03,5
ViT-L-14__block20__fov,700_800,5.336,0.0234,0.006,0.038,5
ViT-L-14__block20__fov,800_900,5.3598,0.0179,0.001,0.028,5
ViT-L-14__block20__fov,900_1000,5.3533,0.0199,0.006,0.026,5
ViT-L-14__block24,0_100,5.04,0.0494,0.024,0.102,5
ViT-L-14__block24,100_200,4.3237,0.0411,0.077,0.237,5
ViT-L-14__block24,200_300,4.1468,0.0123,0.112,0.322,5
ViT-L-14__block24,300_400,4.41,0.0211,0.07,0.212,5
ViT-L-14__block24,400_500,4.9905,0.0263,0.018,0.095,5
ViT-L-14__block24,500_600,5.3007,0.0348,0.009,0.038,5
ViT-L-14__block24,600_700,5.3645,0.031,0.004,0.024,5
ViT-L-14__block24,700_800,5.382,0.038,0.004,0.028,5
ViT-L-14__block24,800_900,5.3723,0.0159,0.008,0.033,5
ViT-L-14__block24,900_1000,5.3967,0.0261,0.006,0.026,5
ViT-L-14__block24__fov,0_100,5.0359,0.0244,0.016,0.087,5
ViT-L-14__block24__fov,100_200,4.3504,0.0179,0.07,0.246,5
ViT-L-14__block24__fov,200_300,4.1338,0.0241,0.107,0.326,5
ViT-L-14__block24__fov,300_400,4.4141,0.0175,0.063,0.215,5
ViT-L-14__block24__fov,400_500,4.995,0.0537,0.011,0.099,5
ViT-L-14__block24__fov,500_600,5.3137,0.0386,0.008,0.045,5
ViT-L-14__block24__fov,600_700,5.3849,0.0155,0.004,0.02,5
ViT-L-14__block24__fov,700_800,5.378,0.0266,0.005,0.035,5
ViT-L-14__block24__fov,800_900,5.3821,0.0158,0.004,0.027,5
ViT-L-14__block24__fov,900_1000,5.397,0.0107,0.002,0.026,5
ViT-L-14__block4,0_100,3.957,0.0234,0.099,0.291,5
ViT-L-14__block4,100_200,3.4154,0.0175,0.165,0.422,5
ViT-L-14__block4,200_300,3.6765,0.0176,0.15,0.393,5
ViT-L-14__block4,300_400,4.5718,0.0538,0.056,0.185,5
ViT-L-14__block4,400_500,5.0829,0.0396,0.018,0.069,5
ViT-L-14__block4,500_600,5.2545,0.0196,0.007,0.042,5
ViT-L-14__block4,600_700,5.298,0.0104,0.008,0.03,5
ViT-L-14__block4,700_800,5.3067,0.0103,0.007,0.037,5
ViT-L-14__block4,800_900,5.3127,0.006,0.004,0.033,5
ViT-L-14__block4,900_1000,5.3244,0.013,0.006,0.026,5
ViT-L-14__block4__fov,0_100,3.911,0.0345,0.105,0.31,5
ViT-L-14__block4__fov,100_200,3.3544,0.0135,0.183,0.414,5
ViT-L-14__block4__fov,200_300,3.6345,0.0066,0.173,0.401,5
ViT-L-14__block4__fov,300_400,4.5564,0.0439,0.049,0.195,5
ViT-L-14__block4__fov,400_500,5.0617,0.0334,0.024,0.089,5
ViT-L-14__block4__fov,500_600,5.2421,0.0202,0.002,0.038,5
ViT-L-14__block4__fov,600_700,5.2964,0.0102,0.008,0.031,5
ViT-L-14__block4__fov,700_800,5.3177,0.0146,0.006,0.023,5
ViT-L-14__block4__fov,800_900,5.3098,0.008,0.006,0.031,5
ViT-L-14__block4__fov,900_1000,5.3272,0.0131,0.007,0.031,5
ViT-L-14__block8,0_100,4.0869,0.0389,0.106,0.277,5
ViT-L-14__block8,100_200,3.1654,0.0325,0.201,0.506,5
ViT-L-14__block8,200_300,3.5098,0.0236,0.161,0.455,5
ViT-L-14__block8,300_400,4.3816,0.0325,0.087,0.243,5
ViT-L-14__block8,400_500,5.01,0.0365,0.04,0.114,5
ViT-L-14__block8,500_600,5.2693,0.0339,0.009,0.05,5
ViT-L-14__block8,600_700,5.3096,0.0131,0.011,0.039,5
ViT-L-14__block8,700_800,5.3335,0.019,0.004,0.023,5
ViT-L-14__block8,800_900,5.3376,0.0122,0.003,0.022,5
ViT-L-14__block8,900_1000,5.3537,0.0175,0.004,0.023,5
ViT-L-14__block8__fov,0_100,4.024,0.0314,0.105,0.294,5
ViT-L-14__block8__fov,100_200,3.0839,0.0418,0.235,0.528,5
ViT-L-14__block8__fov,200_300,3.4609,0.026,0.175,0.443,5
ViT-L-14__block8__fov,300_400,4.3422,0.0511,0.083,0.252,5
ViT-L-14__block8__fov,400_500,5.008,0.0416,0.034,0.1,5
ViT-L-14__block8__fov,500_600,5.2502,0.0484,0.007,0.038,5
ViT-L-14__block8__fov,600_700,5.3014,0.0178,0.009,0.03,5
ViT-L-14__block8__fov,700_800,5.3208,0.0091,0.008,0.03,5
ViT-L-14__block8__fov,800_900,5.3358,0.0086,0.005,0.028,5
ViT-L-14__block8__fov,900_1000,5.3438,0.015,0.006,0.03,5
